"Localidade";"Ano";"Frota de Veículos - Total (número)";"População - Projeção  - Masculina - Total -UFRN (habitantes)";"Frota de Veículos - Automóvel (número)";"População - Projeção  - Feminina - Total - UFRN (habitantes)";"Frota de Veículos - Motocicleta (número)";"Frota de Veículos - Ônibus (número)"
"Ivolândia";"2017";" 670 ";"1315";" 298 ";"1225";" 211 ";" 1 "
"Ivolândia";"2018";"717";"1298";"325";"1216";"224";"1"
"Ivolândia";"2019";"734";"1282";"329";"1208";"223";"2"
"Ivolândia";"2020";"763";"1268";"343";"1200";"227";"2"
"Ivolândia";"2021";"816";"1245";"368";"1188";"232";"2"
"Ivolândia";"2022";"868";"1224";"390";"1176";"246";"4"
"Ivolândia";"2023";"913";"1204";"402";"1164";"260";"4"
"Ivolândia";"2024";"954";"1185";"426";"1152";"269";"4"
"Jandaia";"2014";"2.539";"3134";"1.084";"2995";"670";"15"
"Jandaia";"2015";" 2.754 ";"3114";" 1.186 ";"2988";" 727 ";" 19 "
"Jandaia";"2016";" 2.868 ";"3084";" 1.247 ";"2971";" 744 ";" 18 "
"Jandaia";"2017";" 2.983 ";"3054";" 1.299 ";"2953";" 761 ";" 17 "
"Jandaia";"2018";"3.121";"3026";"1.370";"2938";"777";"19"
"Jandaia";"2019";"3.265";"2998";"1.422";"2922";"792";"19"
"Jandaia";"2020";"3.420";"2971";"1.473";"2908";"816";"19"
"Jandaia";"2021";"3.601";"2936";"1.538";"2884";"841";"20"
"Jandaia";"2022";"3.762";"2902";"1.594";"2862";"872";"20"
"Jandaia";"2023";"3.857";"2869";"1.615";"2839";"892";"20"
"Jandaia";"2024";"3.959";"2836";"1.658";"2818";"915";"21"
"Jaraguá";"2014";"20.306";"23358";"8.775";"22757";"4.670";"39"
"Jaraguá";"2015";" 22.209 ";"23783";" 9.686 ";"23203";" 4.931 ";" 42 "
"Jaraguá";"2016";" 23.153 ";"24211";" 10.170 ";"23645";" 5.066 ";" 43 "
"Jaraguá";"2017";" 23.877 ";"24627";" 10.507 ";"24076";" 5.182 ";" 48 "
"Jaraguá";"2018";"24.753";"25040";"11.003";"24510";"5.298";"52"
"Jaraguá";"2019";"25.720";"25441";"11.520";"24934";"5.442";"53"
"Jaraguá";"2020";"26.746";"25828";"12.017";"25349";"5.550";"53"
"Jaraguá";"2021";"27.816";"26222";"12.455";"25764";"5.652";"52"
"Jaraguá";"2022";"28.840";"26602";"12.789";"26168";"5.818";"53"
"Jaraguá";"2023";"30.056";"26968";"13.203";"26561";"6.065";"56"
"Jaraguá";"2024";"31.455";"27319";"13.679";"26943";"6.241";"54"
"Jataí";"2014";"64.634";"47093";"26.582";"46905";"14.611";"230"
"Jataí";"2015";" 67.846 ";"47635";" 27.847 ";"47391";" 15.172 ";" 267 "
"Jataí";"2016";" 69.813 ";"48168";" 28.519 ";"47871";" 15.527 ";" 276 "
"Jataí";"2017";" 72.072 ";"48663";" 29.391 ";"48315";" 15.847 ";" 280 "
"Jataí";"2018";"74.837";"49143";"30.365";"48743";"16.229";"295"
"Jataí";"2019";"77.827";"49587";"31.310";"49139";"16.612";"309"
"Jataí";"2020";"80.691";"49997";"32.490";"49500";"16.791";"317"
"Jataí";"2021";"84.121";"50411";"33.636";"49870";"17.078";"324"
"Jataí";"2022";"88.317";"50789";"34.677";"50205";"17.546";"340"
"Jataí";"2023";"92.140";"51130";"35.735";"50506";"18.077";"358"
"Jataí";"2024";"96.065";"51435";"37.006";"50771";"18.543";"368"
"Jaupaci";"2014";"1.059";"1477";"412";"1477";"432";"8"
"Jaupaci";"2015";" 1.170 ";"1465";" 462 ";"1472";" 454 ";" 7 "
"Jaupaci";"2016";" 1.244 ";"1445";" 495 ";"1460";" 475 ";" 7 "
"Jaupaci";"2017";" 1.301 ";"1426";" 515 ";"1450";" 488 ";" 9 "
"Jaupaci";"2018";"1.335";"1410";"522";"1440";"497";"8"
"Jaupaci";"2019";"1.386";"1394";"544";"1431";"503";"7"
"Jaupaci";"2020";"1.456";"1381";"577";"1423";"513";"7"
"Jaupaci";"2021";"1.514";"1360";"598";"1410";"529";"7"
"Jaupaci";"2022";"1.576";"1341";"619";"1398";"530";"7"
"Jaupaci";"2023";"1.612";"1323";"642";"1386";"535";"7"
"Jaupaci";"2024";"1.676";"1306";"673";"1375";"541";"7"
"Jesúpolis";"2014";"558";"1241";"279";"1143";"144";"8"
"Jesúpolis";"2015";" 612 ";"1248";" 306 ";"1153";" 148 ";" 7 "
"Jesúpolis";"2016";" 663 ";"1248";" 341 ";"1159";" 153 ";" 7 "
"Jesúpolis";"2017";" 686 ";"1248";" 352 ";"1164";" 156 ";" 7 "
"Jesúpolis";"2018";"700";"1249";"368";"1171";"150";"7"
"Jesúpolis";"2019";"748";"1252";"401";"1178";"156";"9"
"Jesúpolis";"2020";"808";"1255";"436";"1186";"164";"9"
"Jesúpolis";"2021";"851";"1253";"451";"1189";"175";"9"
"Jesúpolis";"2022";"885";"1251";"466";"1192";"179";"9"
"Jesúpolis";"2023";"894";"1250";"467";"1196";"185";"9"
"Jesúpolis";"2024";"938";"1249";"480";"1200";"190";"9"
"Joviânia";"2014";"3.504";"3709";"1.457";"3615";"826";"19"
"Joviânia";"2015";" 3.807 ";"3717";" 1.615 ";"3626";" 874 ";" 20 "
"Joviânia";"2016";" 4.083 ";"3720";" 1.727 ";"3632";" 898 ";" 21 "
"Joviânia";"2017";" 4.291 ";"3721";" 1.799 ";"3636";" 908 ";" 24 "
"Joviânia";"2018";"4.524";"3721";"1.890";"3639";"912";"27"
"Joviânia";"2019";"4.732";"3719";"1.937";"3641";"927";"29"
"Joviânia";"2020";"4.976";"3716";"2.043";"3641";"941";"31"
"Joviânia";"2021";"5.288";"3709";"2.106";"3638";"944";"37"
"Joviânia";"2022";"5.618";"3701";"2.201";"3634";"957";"40"
"Joviânia";"2023";"5.977";"3690";"2.265";"3629";"989";"42"
"Joviânia";"2024";"6.075";"3678";"2.298";"3621";"1.000";"41"
"Jussara";"2014";"13.305";"9420";"4.558";"9451";"4.459";"20"
"Jussara";"2015";" 14.008 ";"9336";" 4.970 ";"9383";" 4.468 ";" 25 "
"Jussara";"2016";" 14.569 ";"9237";" 5.228 ";"9300";" 4.514 ";" 26 "
"Jussara";"2017";" 15.009 ";"9136";" 5.399 ";"9215";" 4.608 ";" 26 "
"Jussara";"2018";"15.447";"9035";"5.568";"9131";"4.666";"27"
"Jussara";"2019";"15.982";"8932";"5.772";"9045";"4.772";"28"
"Jussara";"2020";"16.498";"8826";"5.975";"8959";"4.778";"30"
"Jussara";"2021";"17.221";"8712";"6.237";"8861";"4.864";"29"
"Jussara";"2022";"17.855";"8596";"6.415";"8761";"4.976";"29"
"Jussara";"2023";"18.514";"8478";"6.653";"8661";"5.086";"29"
"Jussara";"2024";"19.086";"8359";"6.759";"8560";"5.204";"30"
"Lagoa Santa";"2014";"382";"632";"159";"610";"85";"6"
"Lagoa Santa";"2015";" 451 ";"630";" 193 ";"611";" 87 ";" 7 "
"Lagoa Santa";"2016";" 500 ";"622";" 227 ";"604";" 94 ";" 7 "
"Lagoa Santa";"2017";" 521 ";"615";" 240 ";"599";" 99 ";" 8 "
"Lagoa Santa";"2018";"550";"609";"259";"595";"101";"8"
"Lagoa Santa";"2019";"558";"603";"257";"593";"97";"9"
"Lagoa Santa";"2020";"602";"599";"287";"592";"98";"8"
"Lagoa Santa";"2021";"613";"591";"292";"585";"100";"7"
"Lagoa Santa";"2022";"656";"583";"304";"579";"104";"7"
"Lagoa Santa";"2023";"701";"576";"319";"574";"112";"7"
"Lagoa Santa";"2024";"755";"569";"338";"571";"114";"7"
"Leopoldo de Bulhões";"2014";"2.386";"4078";"908";"3957";"690";"6"
"Leopoldo de Bulhões";"2015";" 2.792 ";"4074";" 1.085 ";"3964";" 779 ";" 8 "
"Leopoldo de Bulhões";"2016";" 3.113 ";"4066";" 1.218 ";"3962";" 833 ";" 11 "
"Leopoldo de Bulhões";"2017";" 3.255 ";"4055";" 1.307 ";"3958";" 839 ";" 11 "
"Leopoldo de Bulhões";"2018";"3.416";"4044";"1.380";"3955";"859";"15"
"Leopoldo de Bulhões";"2019";"3.595";"4031";"1.448";"3951";"879";"16"
"Leopoldo de Bulhões";"2020";"3.754";"4016";"1.530";"3946";"906";"19"
"Leopoldo de Bulhões";"2021";"3.943";"3999";"1.604";"3935";"931";"20"
"Leopoldo de Bulhões";"2022";"4.073";"3980";"1.637";"3924";"942";"24"
"Leopoldo de Bulhões";"2023";"4.227";"3959";"1.686";"3911";"1.011";"28"
"Leopoldo de Bulhões";"2024";"4.474";"3937";"1.779";"3897";"1.046";"28"
"Luziânia";"2014";"56.347";"94931";"28.075";"95497";"11.431";"499"
"Luziânia";"2015";" 59.629 ";"96464";" 29.749 ";"97125";" 12.095 ";" 550 "
"Luziânia";"2016";" 61.095 ";"97970";" 30.378 ";"98721";" 12.474 ";" 550 "
"Luziânia";"2017";" 62.769 ";"99419";" 31.093 ";"100270";" 12.828 ";" 569 "
"Luziânia";"2018";"64.686";"100868";"31.897";"101824";"13.209";"585"
"Luziânia";"2019";"66.560";"102264";"32.561";"103332";"13.592";"606"
"Luziânia";"2020";"69.434";"103603";"33.656";"104789";"14.150";"606"
"Luziânia";"2021";"72.068";"104934";"34.505";"106226";"14.632";"652"
"Luziânia";"2022";"74.602";"106208";"35.329";"107615";"15.263";"633"
"Luziânia";"2023";"78.344";"107422";"36.541";"108951";"16.098";"649"
"Luziânia";"2024";"81.950";"108574";"37.719";"110231";"17.028";"680"
"Mairipotaba";"2014";"1.051";"1236";"485";"1149";"287";"4"
"Mairipotaba";"2015";" 1.126 ";"1233";" 520 ";"1150";" 294 ";" 4 "
"Mairipotaba";"2016";" 1.155 ";"1223";" 532 ";"1146";" 301 ";" 4 "
"Mairipotaba";"2017";" 1.211 ";"1213";" 556 ";"1142";" 316 ";" 4 "
"Mairipotaba";"2018";"1.230";"1204";"568";"1138";"315";"4"
"Mairipotaba";"2019";"1.253";"1196";"587";"1136";"314";"4"
"Mairipotaba";"2020";"1.295";"1189";"596";"1133";"319";"4"
"Mairipotaba";"2021";"1.352";"1176";"606";"1126";"330";"5"
"Mairipotaba";"2022";"1.397";"1164";"614";"1120";"340";"5"
"Mairipotaba";"2023";"1.438";"1152";"631";"1113";"346";"5"
"Mairipotaba";"2024";"1.500";"1141";"641";"1107";"353";"5"
"Mambaí";"2014";"1.657";"4024";"629";"3837";"516";"22"
"Mambaí";"2015";" 1.898 ";"4138";" 744 ";"3958";" 580 ";" 25 "
"Mambaí";"2016";" 2.069 ";"4250";" 823 ";"4070";" 608 ";" 27 "
"Mambaí";"2017";" 2.227 ";"4362";" 891 ";"4183";" 639 ";" 29 "
"Mambaí";"2018";"2.404";"4477";"970";"4301";"672";"32"
"Mambaí";"2019";"2.537";"4592";"1.016";"4423";"698";"34"
"Mambaí";"2020";"2.716";"4708";"1.107";"4547";"719";"37"
"Mambaí";"2021";"2.887";"4823";"1.164";"4664";"733";"40"
"Mambaí";"2022";"3.067";"4938";"1.230";"4783";"769";"43"
"Mambaí";"2023";"3.387";"5053";"1.320";"4904";"850";"43"
"Mambaí";"2024";"3.670";"5166";"1.428";"5028";"927";"46"
"Mara Rosa";"2014";"4.176";"5265";"1.567";"5065";"1.371";"15"
"Mara Rosa";"2015";" 4.493 ";"5203";" 1.686 ";"5008";" 1.435 ";" 16 "
"Mara Rosa";"2016";" 4.698 ";"5131";" 1.768 ";"4942";" 1.471 ";" 16 "
"Mara Rosa";"2017";" 4.894 ";"5059";" 1.850 ";"4875";" 1.502 ";" 17 "
"Mara Rosa";"2018";"5.109";"4989";"1.936";"4811";"1.542";"17"
"Mara Rosa";"2019";"5.301";"4918";"2.005";"4747";"1.586";"17"
"Mara Rosa";"2020";"5.590";"4848";"2.124";"4683";"1.615";"17"
"Mara Rosa";"2021";"5.899";"4771";"2.267";"4613";"1.638";"19"
"Mara Rosa";"2022";"6.249";"4694";"2.396";"4544";"1.694";"20"
"Mara Rosa";"2023";"6.594";"4617";"2.508";"4474";"1.753";"21"
"Mara Rosa";"2024";"7.073";"4541";"2.668";"4406";"1.860";"23"
"Marzagão";"2014";"915";"1067";"440";"1084";"203";"3"
"Marzagão";"2015";" 1.003 ";"1074";" 489 ";"1094";" 226 ";" 3 "
"Marzagão";"2016";" 1.034 ";"1079";" 505 ";"1095";" 234 ";" 3 "
"Marzagão";"2017";" 1.091 ";"1083";" 533 ";"1098";" 245 ";" 5 "
"Marzagão";"2018";"1.123";"1088";"556";"1102";"249";"5"
"Marzagão";"2019";"1.177";"1092";"575";"1107";"255";"6"
"Marzagão";"2020";"1.233";"1096";"603";"1113";"264";"6"
"Marzagão";"2021";"1.292";"1099";"626";"1113";"267";"6"
"Marzagão";"2022";"1.339";"1101";"648";"1114";"282";"6"
"Marzagão";"2023";"1.387";"1103";"670";"1115";"289";"6"
"Marzagão";"2024";"1.434";"1105";"692";"1118";"292";"6"
"Matrinchã";"2014";"1.402";"2254";"336";"2192";"678";"7"
"Matrinchã";"2015";" 1.557 ";"2247";" 450 ";"2194";" 690 ";" 10 "
"Matrinchã";"2016";" 1.653 ";"2231";" 503 ";"2188";" 702 ";" 12 "
"Matrinchã";"2017";" 1.748 ";"2215";" 568 ";"2182";" 699 ";" 14 "
"Matrinchã";"2018";"1.833";"2200";"622";"2177";"704";"12"
"Matrinchã";"2019";"1.894";"2186";"659";"2172";"712";"12"
"Matrinchã";"2020";"1.971";"2172";"684";"2169";"727";"11"
"Matrinchã";"2021";"2.092";"2152";"739";"2158";"740";"9"
"Matrinchã";"2022";"2.170";"2132";"769";"2147";"748";"9"
"Matrinchã";"2023";"2.293";"2113";"816";"2137";"764";"9"
"Matrinchã";"2024";"2.425";"2093";"864";"2128";"781";"10"
"Maurilândia";"2014";"5.209";"6783";"1.864";"6159";"1.059";"111"
"Maurilândia";"2015";" 5.470 ";"6950";" 2.069 ";"6307";" 1.104 ";" 124 "
"Maurilândia";"2016";" 5.682 ";"7114";" 2.175 ";"6447";" 1.129 ";" 125 "
"Maurilândia";"2017";" 5.882 ";"7276";" 2.307 ";"6585";" 1.157 ";" 124 "
"Maurilândia";"2018";"6.074";"7440";"2.393";"6726";"1.190";"124"
"Maurilândia";"2019";"6.238";"7600";"2.502";"6865";"1.191";"128"
"Maurilândia";"2020";"6.482";"7759";"2.651";"7004";"1.191";"133"
"Maurilândia";"2021";"6.679";"7918";"2.768";"7138";"1.204";"136"
"Maurilândia";"2022";"6.858";"8074";"2.835";"7270";"1.226";"139"
"Maurilândia";"2023";"7.109";"8227";"2.910";"7400";"1.274";"138"
"Maurilândia";"2024";"7.416";"8376";"3.008";"7528";"1.341";"135"
"Mimoso de Goiás";"2014";"312";"1427";"128";"1262";"83";"4"
"Mimoso de Goiás";"2015";" 327 ";"1425";" 134 ";"1261";" 82 ";" 6 "
"Mimoso de Goiás";"2016";" 337 ";"1413";" 134 ";"1252";" 87 ";" 6 "
"Mimoso de Goiás";"2017";" 349 ";"1403";" 143 ";"1244";" 94 ";" 6 "
"Mimoso de Goiás";"2018";"348";"1394";"150";"1238";"90";"6"
"Mimoso de Goiás";"2019";"356";"1387";"156";"1233";"90";"6"
"Mimoso de Goiás";"2020";"381";"1382";"172";"1228";"92";"7"
"Mimoso de Goiás";"2021";"407";"1368";"195";"1218";"90";"8"
"Mimoso de Goiás";"2022";"406";"1355";"189";"1208";"89";"8"
"Mimoso de Goiás";"2023";"406";"1344";"191";"1200";"92";"8"
"Mimoso de Goiás";"2024";"432";"1334";"193";"1192";"99";"9"
"Minaçu";"2014";"16.637";"15352";"5.297";"14958";"5.929";"42"
"Minaçu";"2015";" 17.820 ";"15172";" 5.807 ";"14816";" 6.221 ";" 44 "
"Minaçu";"2016";" 18.533 ";"14961";" 6.075 ";"14643";" 6.395 ";" 46 "
"Minaçu";"2017";" 18.932 ";"14751";" 6.169 ";"14469";" 6.536 ";" 47 "
"Minaçu";"2018";"19.310";"14545";"6.279";"14302";"6.687";"49"
"Minaçu";"2019";"19.744";"14341";"6.445";"14137";"6.817";"54"
"Minaçu";"2020";"20.311";"14139";"6.651";"13973";"6.907";"51"
"Minaçu";"2021";"20.970";"13915";"6.935";"13785";"7.019";"50"
"Minaçu";"2022";"21.818";"13692";"7.194";"13599";"7.219";"61"
"Minaçu";"2023";"22.935";"13470";"7.489";"13415";"7.539";"67"
"Minaçu";"2024";"24.132";"13250";"7.803";"13233";"7.828";"65"
"Mineiros";"2014";"35.469";"31011";"13.643";"29113";"9.464";"169"
"Mineiros";"2015";" 37.844 ";"31884";" 14.638 ";"29847";" 9.857 ";" 181 "
"Mineiros";"2016";" 39.717 ";"32758";" 15.387 ";"30587";" 10.168 ";" 186 "
"Mineiros";"2017";" 41.356 ";"33627";" 16.121 ";"31321";" 10.426 ";" 181 "
"Mineiros";"2018";"42.958";"34506";"16.722";"32059";"10.605";"189"
"Mineiros";"2019";"44.626";"35381";"17.326";"32788";"10.818";"183"
"Mineiros";"2020";"46.473";"36251";"18.123";"33510";"10.960";"183"
"Mineiros";"2021";"48.833";"37118";"19.001";"34239";"11.119";"203"
"Mineiros";"2022";"51.195";"37979";"19.731";"34958";"11.369";"218"
"Mineiros";"2023";"53.493";"38831";"20.420";"35666";"11.731";"208"
"Mineiros";"2024";"55.926";"39675";"21.045";"36361";"12.029";"248"
"Moiporá";"2014";"499";"866";"259";"855";"143";"2"
"Moiporá";"2015";" 568 ";"857";" 295 ";"853";" 161 ";" 2 "
"Moiporá";"2016";" 608 ";"843";" 312 ";"845";" 173 ";" 1 "
"Moiporá";"2017";" 614 ";"830";" 326 ";"837";" 169 ";" 1 "
"Moiporá";"2018";"638";"817";"341";"831";"159";"1"
"Moiporá";"2019";"664";"806";"361";"826";"159";"1"
"Moiporá";"2020";"694";"796";"379";"821";"158";"1"
"Moiporá";"2021";"754";"781";"400";"812";"172";"1"
"Moiporá";"2022";"763";"768";"408";"804";"168";"1"
"Moiporá";"2023";"784";"755";"412";"796";"175";"1"
"Moiporá";"2024";"805";"743";"420";"789";"176";"1"
"Monte Alegre de Goiás";"2014";"850";"4215";"310";"3974";"328";"6"
"Monte Alegre de Goiás";"2015";" 959 ";"4252";" 365 ";"4020";" 350 ";" 6 "
"Monte Alegre de Goiás";"2016";" 1.037 ";"4286";" 403 ";"4058";" 369 ";" 8 "
"Monte Alegre de Goiás";"2017";" 1.093 ";"4317";" 429 ";"4095";" 388 ";" 9 "
"Monte Alegre de Goiás";"2018";"1.178";"4349";"466";"4133";"405";"9"
"Monte Alegre de Goiás";"2019";"1.250";"4379";"497";"4171";"429";"10"
"Monte Alegre de Goiás";"2020";"1.334";"4407";"522";"4208";"456";"10"
"Monte Alegre de Goiás";"2021";"1.424";"4432";"566";"4237";"487";"11"
"Monte Alegre de Goiás";"2022";"1.539";"4455";"607";"4266";"525";"10"
"Monte Alegre de Goiás";"2023";"1.623";"4475";"643";"4294";"550";"10"
"Monte Alegre de Goiás";"2024";"1.695";"4493";"667";"4321";"572";"11"
"Montes Claros de Goiás";"2014";"3.188";"4089";"1.090";"3938";"1.246";"21"
"Montes Claros de Goiás";"2015";" 3.606 ";"4073";" 1.297 ";"3938";" 1.330 ";" 25 "
"Montes Claros de Goiás";"2016";" 3.741 ";"4045";" 1.371 ";"3925";" 1.346 ";" 32 "
"Montes Claros de Goiás";"2017";" 3.918 ";"4017";" 1.468 ";"3913";" 1.366 ";" 33 "
"Montes Claros de Goiás";"2018";"4.070";"3991";"1.522";"3902";"1.398";"35"
"Montes Claros de Goiás";"2019";"4.269";"3964";"1.617";"3891";"1.431";"37"
"Montes Claros de Goiás";"2020";"4.527";"3938";"1.715";"3880";"1.453";"43"
"Montes Claros de Goiás";"2021";"4.773";"3902";"1.786";"3860";"1.497";"43"
"Montes Claros de Goiás";"2022";"5.037";"3867";"1.886";"3839";"1.522";"51"
"Montes Claros de Goiás";"2023";"5.320";"3832";"1.955";"3819";"1.575";"54"
"Montes Claros de Goiás";"2024";"5.626";"3797";"2.034";"3798";"1.662";"57"
"Montividiu";"2014";"5.715";"6220";"2.502";"5719";"1.062";"71"
"Montividiu";"2015";" 6.105 ";"6381";" 2.715 ";"5869";" 1.114 ";" 77 "
"Montividiu";"2016";" 6.245 ";"6539";" 2.772 ";"6008";" 1.123 ";" 76 "
"Montividiu";"2017";" 6.539 ";"6696";" 2.884 ";"6147";" 1.158 ";" 77 "
"Montividiu";"2018";"6.778";"6854";"2.987";"6290";"1.186";"78"
"Montividiu";"2019";"7.093";"7010";"3.125";"6435";"1.193";"82"
"Montividiu";"2020";"7.451";"7166";"3.256";"6581";"1.244";"83"
"Montividiu";"2021";"7.936";"7317";"3.442";"6717";"1.280";"84"
"Montividiu";"2022";"8.545";"7468";"3.589";"6852";"1.358";"88"
"Montividiu";"2023";"9.087";"7616";"3.738";"6988";"1.420";"87"
"Montividiu";"2024";"9.481";"7761";"3.883";"7124";"1.488";"89"
"Montividiu do Norte";"2014";"997";"2134";"303";"2083";"440";"17"
"Montividiu do Norte";"2015";" 1.086 ";"2134";" 348 ";"2097";" 464 ";" 18 "
"Montividiu do Norte";"2016";" 1.134 ";"2126";" 377 ";"2099";" 477 ";" 19 "
"Montividiu do Norte";"2017";" 1.193 ";"2118";" 397 ";"2103";" 493 ";" 19 "
"Montividiu do Norte";"2018";"1.243";"2111";"415";"2108";"495";"18"
"Montividiu do Norte";"2019";"1.288";"2106";"423";"2116";"508";"18"
"Montividiu do Norte";"2020";"1.365";"2101";"453";"2124";"532";"17"
"Montividiu do Norte";"2021";"1.484";"2091";"504";"2125";"568";"17"
"Montividiu do Norte";"2022";"1.571";"2082";"529";"2127";"607";"18"
"Montividiu do Norte";"2023";"1.641";"2073";"555";"2130";"620";"18"
"Montividiu do Norte";"2024";"1.722";"2065";"579";"2134";"655";"18"
"Morrinhos";"2014";"26.767";"21765";"11.299";"21673";"6.310";"131"
"Morrinhos";"2015";" 28.565 ";"21899";" 12.195 ";"21809";" 6.546 ";" 151 "
"Morrinhos";"2016";" 29.452 ";"22032";" 12.670 ";"21949";" 6.634 ";" 151 "
"Morrinhos";"2017";" 30.512 ";"22149";" 13.267 ";"22072";" 6.726 ";" 152 "
"Morrinhos";"2018";"31.538";"22257";"13.811";"22186";"6.814";"157"
"Morrinhos";"2019";"32.729";"22350";"14.382";"22285";"6.890";"166"
"Morrinhos";"2020";"33.955";"22427";"14.925";"22367";"7.005";"166"
"Morrinhos";"2021";"35.450";"22508";"15.464";"22457";"7.201";"166"
"Morrinhos";"2022";"36.919";"22575";"16.021";"22531";"7.349";"169"
"Morrinhos";"2023";"38.179";"22625";"16.473";"22588";"7.548";"169"
"Morrinhos";"2024";"39.480";"22660";"16.855";"22630";"7.822";"180"
"Morro Agudo de Goiás";"2014";"1.045";"1151";"420";"1180";"449";"4"
"Morro Agudo de Goiás";"2015";" 1.161 ";"1145";" 483 ";"1176";" 481 ";" 4 "
"Morro Agudo de Goiás";"2016";" 1.203 ";"1131";" 487 ";"1167";" 500 ";" 4 "
"Morro Agudo de Goiás";"2017";" 1.236 ";"1118";" 499 ";"1158";" 507 ";" 4 "
"Morro Agudo de Goiás";"2018";"1.306";"1107";"532";"1150";"503";"6"
"Morro Agudo de Goiás";"2019";"1.380";"1097";"555";"1143";"501";"8"
"Morro Agudo de Goiás";"2020";"1.505";"1088";"597";"1136";"500";"9"
"Morro Agudo de Goiás";"2021";"1.562";"1073";"603";"1125";"516";"11"
"Morro Agudo de Goiás";"2022";"1.602";"1060";"636";"1114";"528";"8"
"Morro Agudo de Goiás";"2023";"1.663";"1048";"669";"1104";"536";"8"
"Morro Agudo de Goiás";"2024";"1.700";"1036";"689";"1095";"541";"8"
"Mossâmedes";"2014";"1.629";"2437";"805";"2385";"451";"6"
"Mossâmedes";"2015";" 1.815 ";"2400";" 894 ";"2366";" 510 ";" 5 "
"Mossâmedes";"2016";" 1.971 ";"2357";" 983 ";"2334";" 531 ";" 6 "
"Mossâmedes";"2017";" 2.074 ";"2314";" 1.030 ";"2305";" 555 ";" 7 "
"Mossâmedes";"2018";"2.215";"2274";"1.094";"2278";"579";"7"
"Mossâmedes";"2019";"2.301";"2234";"1.138";"2253";"586";"7"
"Mossâmedes";"2020";"2.390";"2195";"1.170";"2230";"599";"7"
"Mossâmedes";"2021";"2.479";"2152";"1.205";"2196";"621";"6"
"Mossâmedes";"2022";"2.568";"2110";"1.238";"2165";"645";"7"
"Mossâmedes";"2023";"2.675";"2068";"1.271";"2135";"668";"6"
"Mossâmedes";"2024";"2.758";"2028";"1.300";"2106";"681";"5"
"Mozarlândia";"2014";"6.756";"7391";"2.295";"7118";"2.552";"40"
"Mozarlândia";"2015";" 7.265 ";"7495";" 2.567 ";"7229";" 2.627 ";" 43 "
"Mozarlândia";"2016";" 7.639 ";"7593";" 2.756 ";"7333";" 2.675 ";" 41 "
"Mozarlândia";"2017";" 7.903 ";"7687";" 2.897 ";"7434";" 2.713 ";" 46 "
"Mozarlândia";"2018";"8.203";"7780";"3.053";"7534";"2.753";"51"
"Mozarlândia";"2019";"8.513";"7869";"3.170";"7632";"2.812";"52"
"Mozarlândia";"2020";"8.934";"7955";"3.369";"7726";"2.880";"56"
"Mozarlândia";"2021";"9.440";"8036";"3.598";"7815";"2.953";"52"
"Mozarlândia";"2022";"9.753";"8112";"3.679";"7900";"2.998";"63"
"Mozarlândia";"2023";"10.253";"8184";"3.799";"7982";"3.116";"70"
"Mozarlândia";"2024";"10.936";"8251";"3.946";"8060";"3.361";"69"
"Mundo Novo";"2014";"1.593";"3215";"605";"2825";"548";"19"
"Mundo Novo";"2015";" 1.854 ";"3154";" 707 ";"2779";" 596 ";" 20 "
"Mundo Novo";"2016";" 2.057 ";"3080";" 809 ";"2717";" 635 ";" 21 "
"Mundo Novo";"2017";" 2.236 ";"3009";" 916 ";"2658";" 668 ";" 22 "
"Mundo Novo";"2018";"2.348";"2942";"967";"2604";"681";"24"
"Mundo Novo";"2019";"2.443";"2876";"1.009";"2553";"690";"27"
"Mundo Novo";"2020";"2.606";"2814";"1.096";"2507";"705";"29"
"Mundo Novo";"2021";"2.812";"2742";"1.185";"2448";"755";"30"
"Mundo Novo";"2022";"2.981";"2673";"1.258";"2393";"784";"30"
"Mundo Novo";"2023";"3.160";"2606";"1.329";"2341";"820";"31"
"Mundo Novo";"2024";"3.327";"2541";"1.400";"2292";"835";"31"
"Mutunópolis";"2014";"1.424";"1991";"449";"1840";"638";"16"
"Mutunópolis";"2015";" 1.580 ";"1982";" 511 ";"1838";" 677 ";" 16 "
"Mutunópolis";"2016";" 1.641 ";"1963";" 524 ";"1824";" 686 ";" 16 "
"Mutunópolis";"2017";" 1.731 ";"1945";" 560 ";"1812";" 715 ";" 17 "
"Mutunópolis";"2018";"1.785";"1929";"585";"1801";"729";"18"
"Mutunópolis";"2019";"1.849";"1914";"604";"1794";"752";"17"
"Mutunópolis";"2020";"1.939";"1900";"632";"1788";"765";"17"
"Mutunópolis";"2021";"2.043";"1879";"667";"1771";"789";"16"
"Mutunópolis";"2022";"2.098";"1858";"662";"1756";"817";"18"
"Mutunópolis";"2023";"2.187";"1839";"692";"1743";"842";"18"
"Mutunópolis";"2024";"2.279";"1821";"718";"1731";"860";"18"
"Nazário";"2014";"2.634";"4204";"1.295";"4180";"511";"13"
"Nazário";"2015";" 2.903 ";"4244";" 1.430 ";"4228";" 547 ";" 18 "
"Nazário";"2016";" 2.990 ";"4282";" 1.459 ";"4275";" 564 ";" 18 "
"Nazário";"2017";" 3.134 ";"4317";" 1.534 ";"4320";" 584 ";" 18 "
"Nazário";"2018";"3.286";"4351";"1.602";"4364";"612";"18"
"Nazário";"2019";"3.431";"4383";"1.675";"4406";"629";"18"
